1	2025-08-14-14-44-40	349	20.27	5	21.61
2	2025-08-14-14-44-41	413	20.23	36	28.96
3	2025-08-14-14-44-42	491	29.42	1	25.58
4	2025-08-14-14-44-43	326	22.82	37	27.01
5	2025-08-14-14-44-44	336	21.39	99	22.01
6	2025-08-14-14-44-45	303	27.89	88	23.8
7	2025-08-14-14-44-46	357	24.1	50	25.28
8	2025-08-14-14-44-47	473	27.47	84	27.05
9	2025-08-14-14-44-48	529	27.04	6	29.9
10	2025-08-14-14-44-49	581	22.85	31	24.82
11	2025-08-14-14-44-50	358	26.16	31	29.77
12	2025-08-14-14-44-51	485	24.01	94	20.66
13	2025-08-14-14-44-52	464	25.05	4	24.1
14	2025-08-14-14-44-53	437	28.6	34	22.9
15	2025-08-14-14-44-55	437	23.24	71	21.79
16	2025-08-14-14-44-56	466	21.96	19	27.39
17	2025-08-14-14-44-57	515	23.2	58	28.36
18	2025-08-14-14-44-59	441	26.82	3	24.35
19	2025-08-14-14-45-00	428	28.07	3	26.95
20	2025-08-14-14-45-01	497	24.11	35	21.98
21	2025-08-14-14-45-02	485	25.99	83	29.76
22	2025-08-14-14-45-03	361	29.94	38	23.08
23	2025-08-14-14-45-04	387	29.31	48	27.12
24	2025-08-14-14-45-05	639	22.33	38	27.09
25	2025-08-14-14-45-06	437	22.74	5	20.37
26	2025-08-14-14-45-07	442	29.84	91	28.99
27	2025-08-14-14-45-08	289	23.79	5	22.21
28	2025-08-14-14-45-09	361	27.66	67	24.06
29	2025-08-14-14-45-10	359	22.61	87	29.35
30	2025-08-14-14-45-12	527	28.56	85	22.03
31	2025-08-14-14-45-13	369	29.69	63	29.23
31	2025-08-14-14-45-14	369	29.69	63	29.23
32	2025-08-14-14-45-14	333	22.62	0	29.68
32	2025-08-14-14-45-15	333	22.62	0	29.68
33	2025-08-14-14-45-15	443	23.02	5	26.82
33	2025-08-14-14-45-16	443	23.02	5	26.82
34	2025-08-14-14-45-16	545	20.56	2	25.44
34	2025-08-14-14-45-17	545	20.56	2	25.44
35	2025-08-14-14-45-17	557	24.45	59	29.26
35	2025-08-14-14-45-18	557	24.45	59	29.26
36	2025-08-14-14-45-18	445	29.58	49	23.87
36	2025-08-14-14-45-19	445	29.58	49	23.87
37	2025-08-14-14-45-19	421	28.65	63	20.59
37	2025-08-14-14-45-20	421	28.65	63	20.59
38	2025-08-14-14-45-20	436	24.86	99	22.07
38	2025-08-14-14-45-21	436	24.86	99	22.07
39	2025-08-14-14-45-21	433	26.05	53	25.11
39	2025-08-14-14-45-22	433	26.05	53	25.11
40	2025-08-14-14-45-22	379	21.55	83	29.65
40	2025-08-14-14-45-23	379	21.55	83	29.65
41	2025-08-14-14-45-23	544	21.49	32	24.79
41	2025-08-14-14-45-24	544	21.49	32	24.79
42	2025-08-14-14-45-24	575	21.05	39	25.18
42	2025-08-14-14-45-25	575	21.05	39	25.18
43	2025-08-14-14-45-25	373	26.8	26	25.08
43	2025-08-14-14-45-26	373	26.8	26	25.08
